Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,90901,,5.5,,,40,60,4,12,1,1040.09
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,90901,,6,,,40,60,4,12,1,102.99
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,90901,,6,,,40,60,4,12,1,445.61
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,90901,,6,,,40,60,4,12,1,1118.61
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,,,5,,,40,60,4,12,1,47.93
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,,,5,,,40,60,4,12,1,57.1
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,,,5,,,40,60,4,12,1,130.52
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,,,5.5,,,40,60,4,12,1,21.41
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,,,5.5,,,40,60,4,12,1,174.37
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,,,5.5,,,40,60,4,12,1,418.08
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,,,6,,,40,60,4,12,1,38.79
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,,,6,,,40,60,4,12,1,139.7
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,,,6,,,40,60,4,12,1,500.67
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,,,7,,,40,60,4,12,1,279.4
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,,,7,,,40,60,4,12,1,684.22
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,,,7,,,40,60,4,12,1,1307.26
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein ,30401,4,0,0,0,,0,,,7,,,85,20,4,12,1,134.6
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein,30401,4,0,0,0,,0,40104,0.5,7,,,85,20,4,12,1,186.6
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein,30401,4,30102,30101,200,,20,,,7,,,85,20,4,12,1,280.4
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein,30401,4,30102,30101,200,,20,40104,0.5,7,,,85,20,4,12,1,325.3
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105857",https://doi.org/10.1016/j.ultsonch.2021.105857,Egg White Protein,30302,10,0,0,0,25,0,70107,0.05,,,,85,20,4,12,1,1519.71
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105858",https://doi.org/10.1016/j.ultsonch.2021.105858,Egg White Protein,30302,10,30101,30101,30,25,15,70107,0.05,,,,85,20,4,12,1,1738.35
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105859",https://doi.org/10.1016/j.ultsonch.2021.105859,Egg White Protein,30302,10,30101,30101,60,25,15,70107,0.05,,,,85,20,4,12,1,1878.14
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105860",https://doi.org/10.1016/j.ultsonch.2021.105860,Egg White Protein,30302,10,30101,30101,120,25,15,70107,0.05,,,,85,20,4,12,1,1917.56
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105861",https://doi.org/10.1016/j.ultsonch.2021.105861,Egg White Protein,30302,10,30101,30101,240,25,15,70107,0.05,,,,85,20,4,12,1,1960.57
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105862",https://doi.org/10.1016/j.ultsonch.2021.105862,Egg White Protein,30302,10,30101,30101,360,25,15,70107,0.05,,,,85,20,4,12,1,1978.49
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105863",https://doi.org/10.1016/j.ultsonch.2021.105863,Egg White Protein,30302,10,0,0,0,25,0,,,,,,85,20,4,12,1,1390.68
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105864",https://doi.org/10.1016/j.ultsonch.2021.105864,Egg White Protein,30302,10,30101,30101,30,25,15,,,,,,85,20,4,12,1,1469.53
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105865",https://doi.org/10.1016/j.ultsonch.2021.105865,Egg White Protein,30302,10,30101,30101,60,25,15,,,,,,85,20,4,12,1,1526.88
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105866",https://doi.org/10.1016/j.ultsonch.2021.105866,Egg White Protein,30302,10,30101,30101,120,25,15,,,,,,85,20,4,12,1,1562.72
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105867",https://doi.org/10.1016/j.ultsonch.2021.105867,Egg White Protein,30302,10,30101,30101,240,25,15,,,,,,85,20,4,12,1,1591.4
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105868",https://doi.org/10.1016/j.ultsonch.2021.105868,Egg White Protein,30302,10,30101,30101,360,25,15,,,,,,85,20,4,12,1,1652.33
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129344",https://doi.org/10.1016/j.foodchem.2021.129344,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,,,6,60101,0.6,90,30,4,12,1,165.2
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129345",https://doi.org/10.1016/j.foodchem.2021.129345,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.0015,6,60101,0.6,90,30,4,12,1,186.13
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129346",https://doi.org/10.1016/j.foodchem.2021.129346,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.003,6,60101,0.6,90,30,4,12,1,227.18
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129347",https://doi.org/10.1016/j.foodchem.2021.129347,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.015,6,60101,0.6,90,30,4,12,1,150.83
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129348",https://doi.org/10.1016/j.foodchem.2021.129348,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.03,6,60101,0.6,90,30,4,12,1,106.57
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129349",https://doi.org/10.1016/j.foodchem.2021.129349,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.06,6,60101,0.6,90,30,4,12,1,104.04
"Yexue Liu, Yuanfu Zhang, Zehui Guo, Chen Wang, Hongwei Kang, Jingwen Li, Wenhang Wang, Yu Li, Fuping Lu, Yihan Liu. Enhancing the functional characteristics of soy protein isolate via cross-linking catalyzed by Bacillus subtilis transglutaminase. 2021.  Journal of the Science of Food and Agriculture.",https://doi.org/10.1002/jsfa.11052,Soy Protein Isolate (SPI),10301,8,0,0,0,,0,,,,60302,0.01,100,20,4,12,1,0.76
"Yexue Liu, Yuanfu Zhang, Zehui Guo, Chen Wang, Hongwei Kang, Jingwen Li, Wenhang Wang, Yu Li, Fuping Lu, Yihan Liu. Enhancing the functional characteristics of soy protein isolate via cross-linking catalyzed by Bacillus subtilis transglutaminase. 2021.  Journal of the Science of Food and Agriculture.",https://doi.org/10.1002/jsfa.11052,Soy Protein Isolate (SPI),10301,8,10103,10103,10,40,180,,,,60302,0.01,100,20,4,12,1,0.89
"Yexue Liu, Yuanfu Zhang, Zehui Guo, Chen Wang, Hongwei Kang, Jingwen Li, Wenhang Wang, Yu Li, Fuping Lu, Yihan Liu. Enhancing the functional characteristics of soy protein isolate via cross-linking catalyzed by Bacillus subtilis transglutaminase. 2021.  Journal of the Science of Food and Agriculture.",https://doi.org/10.1002/jsfa.11052,Soy Protein Isolate (SPI),10301,8,10103,10103,10,40,360,,,,60302,0.01,100,20,4,12,1,0.98
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,0.592,9,,,,,4,12,1,3.84
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.184,9,,,,,4,12,1,6.68
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.796,9,,,,,4,12,1,9.51
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,2.38,9,,,,,4,12,1,8.5
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,2.98,9,,,,,4,12,1,9.71
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,0.592,10,,,,,4,12,1,5.46
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.184,10,,,,,4,12,1,7.49
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.796,10,,,,,4,12,1,8.7
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,2.38,10,,,,,4,12,1,17.6
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,2.98,10,,,,,4,12,1,21.85
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,0.592,11,,,,,4,12,1,30.55
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.184,11,,,,,4,12,1,35.61
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.796,11,,,,,4,12,1,39.45
